ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
Scientific Intake Limited Co.,Scientific Intake Limited Co.,10742,Scientific Intake Limited Co.,1
"Scientific Laboratory Products, Ltd.","Scientific Laboratory Products, Ltd.",10743,"Scientific Laboratory Products, Ltd.",1
Scil Technology GmbH,Scil Technology GmbH,10744,Scil Technology GmbH,2
Scilex Ltd.,Scilex Ltd.,10745,"Scilex Pharmaceuticals, Inc.",2
"Scilex Pharmaceuticals, Inc.","Scilex Pharmaceuticals, Inc.",10745,"Scilex Pharmaceuticals, Inc.",13
Scimita Operations Pty Ltd.,Scimita Operations Pty Ltd.,10748,Scimita Operations Pty Ltd.,1
"Scioderm, Inc.","Scioderm, Inc.",10750,"Scioderm, Inc.",4
Scion NeuroStim,Scion NeuroStim,10751,Scion NeuroStim,11
"Scios, Inc.","Scios, Inc.",10752,"Scios, Inc.",22
Sciotec Diagnostic Technologies GmbH,Sciotec Diagnostic Technologies GmbH,10753,Sciotec Diagnostic Technologies GmbH,3
"Scioto Biosciences, Inc.","Scioto Biosciences, Inc.",10754,"Scioto Biosciences, Inc.",1
Scipher Medicine,Scipher Medicine,10756,Scipher Medicine,1
Scitech Produtos Medicos Ltda,Scitech Produtos Medicos Ltda,10759,Scitech Produtos Medicos Ltda,14
Sciton,Sciton,10760,Sciton,13
Sciwind Biosciences APAC CO Pty. Ltd.,Sciwind Biosciences APAC CO Pty. Ltd.,10762,Sciwind Biosciences APAC CO Pty. Ltd.,4
"Sciwind Biosciences USA Co., Ltd.","Sciwind Biosciences USA Co., Ltd.",5279,"Hangzhou Sciwind Biosciences Co., Ltd.",1
"Sclnow Biotechnology Co., Ltd.","Sclnow Biotechnology Co., Ltd.",10764,"Sclnow Biotechnology Co., Ltd.",12
Scoliosis SOS Ltd.,Scoliosis SOS Ltd.,10766,Scoliosis SOS Ltd.,2
"Scorpion Therapeutics, Inc.","Scorpion Therapeutics, Inc.",10768,"Scorpion Therapeutics, Inc.",2
Scotmann Pharmaceuticals,Scotmann Pharmaceuticals,10769,Scotmann Pharmaceuticals,4
Scott & White Health Plan,Scott & White Health Plan,10770,Scott & White Health Plan,1
"Scynexis, Inc.","Scynexis, Inc.",10772,"Scynexis, Inc.",18
Se-cure Pharmaceuticals Ltd.,Se-cure Pharmaceuticals Ltd.,10774,Se-cure Pharmaceuticals Ltd.,2
"SeaSpine, Inc.","SeaSpine, Inc.",10783,"SeaSpine, Inc.",9
SeaStar Medical,SeaStar Medical,10784,SeaStar Medical,5
Seaborough Life Science B.V.,Seaborough Life Science B.V.,10775,Seaborough Life Science B.V.,1
Seagen Inc.,Seagen Inc.,10776,Seagen Inc.,115
Seah Lim M.D.,Seah Lim M.D.,10777,Seah Lim M.D.,1
Sealantis Ltd.,Sealantis Ltd.,10778,Sealantis Ltd.,3
Sealantium Medical Ltd.,Sealantium Medical Ltd.,10779,Sealantium Medical Ltd.,1
Seanergy Dermatology Ltd.,Seanergy Dermatology Ltd.,10780,Seanergy Dermatology Ltd.,1
"Seaside Therapeutics, Inc.","Seaside Therapeutics, Inc.",10781,"Seaside Therapeutics, Inc.",13
"Seasons Biotechnology (Taizhou) Co., Ltd.","Seasons Biotechnology (Taizhou) Co., Ltd.",10782,"Seasons Biotechnology (Taizhou) Co., Ltd.",3
Seattle Gummy Company,Seattle Gummy Company,10785,Seattle Gummy Company,2
"Sebacia, Inc.","Sebacia, Inc.",10786,"Sebacia, Inc.",5
Sebela Pharmaceuticals Development LLC,Sebela Pharmaceuticals Development LLC,10788,Sebela Women's Health Inc.,1
Sebela Women's Health Inc.,Sebela Women's Health Inc.,10788,Sebela Women's Health Inc.,6
Seca GmbH & Co. Kg.,Seca GmbH & Co. Kg.,10789,Seca GmbH & Co. Kg.,7
Second Genome,Second Genome,10790,Second Genome,1
Second Opinion Health,Second Opinion Health,10791,Second Opinion Health,1
Second Sight Medical Products,Second Sight Medical Products,10792,Second Sight Medical Products,9
SecondWave Systems Inc.,SecondWave Systems Inc.,10793,SecondWave Systems Inc.,2
Secret of Youth,Secret of Youth,10794,Secret of Youth,1
Secteur Français des Aliments de l'Enfance,Secteur Français des Aliments de l'Enfance,10795,Secteur Français des Aliments de l'Enfance,2
SecuraBio,SecuraBio,10796,SecuraBio,23
Sedana Medical,Sedana Medical,10797,Sedana Medical,3
SeeCure LLC,SeeCure LLC,10798,SeeCure LLC,1
SeeHear LLC,SeeHear LLC,10801,SeeHear LLC,1
Seed Health,Seed Health,10799,Seed Health,4
Seegpharm S.A.,Seegpharm S.A.,10800,Seegpharm S.A.,1
"Seelos Therapeutics, Inc.","Seelos Therapeutics, Inc.",10802,"Seelos Therapeutics, Inc.",4
Seer Medical Pty Ltd,Seer Medical Pty Ltd,10803,Seer Medical Pty Ltd,1
"Seers Technology Co., Ltd.","Seers Technology Co., Ltd.",10803,Seer Medical Pty Ltd,1
"Seigla Medical, Inc.","Seigla Medical, Inc.",10806,"Seigla Medical, Inc.",1
Seikagaku Corporation,Seikagaku Corporation,10807,Seikagaku Corporation,13
Seinda Pharmaceutical Guangzhou Corporation,Seinda Pharmaceutical Guangzhou Corporation,10808,Seinda Pharmaceutical Guangzhou Corporation,1
Sejtterapia Kozpont Kft.,Sejtterapia Kozpont Kft.,10809,Sejtterapia Kozpont Kft.,1
"Sekisui Diagnostics, LLC","Sekisui Diagnostics, LLC",10810,"Sekisui Diagnostics, LLC",2
Sel Sanayi Urunleri Ticaret ve Pazarlama A.S.,Sel Sanayi Urunleri Ticaret ve Pazarlama A.S.,10811,Sel Sanayi Urunleri Ticaret ve Pazarlama A.S.,2
"Seldar Pharma, Inc.","Seldar Pharma, Inc.",10812,"Seldar Pharma, Inc.",1
"Selecta Biosciences, Inc.","Selecta Biosciences, Inc.",10813,"Selecta Biosciences, Inc.",9
Selecxine,Selecxine,10815,Selecxine,1
Selfit Medical,Selfit Medical,10816,Selfit Medical,1
Sellas Life Sciences Group,Sellas Life Sciences Group,10817,Sellas Life Sciences Group,6
Semafore Pharmaceuticals,Semafore Pharmaceuticals,10818,Semafore Pharmaceuticals,1
Semaine Health,Semaine Health,10819,Semaine Health,3
Semikal Technology,Semikal Technology,10820,Semikal Technology,1
Semler Research Center Pvt. Ltd.,Semler Research Center Pvt. Ltd.,10822,Semler Research Center Pvt. Ltd.,1
Semler Scientific,Semler Scientific,10822,Semler Research Center Pvt. Ltd.,1
"Semnur Pharmaceuticals, Inc.","Semnur Pharmaceuticals, Inc.",10823,"Semnur Pharmaceuticals, Inc.",1
Senda Biosciences,Senda Biosciences,10824,Senda Biosciences,2
SeneXta Therapeutics SA,SeneXta Therapeutics SA,10827,SeneXta Therapeutics SA,1
Seneque SA,Seneque SA,10825,Seneque SA,4
"Senesco Technologies, Inc.","Senesco Technologies, Inc.",10826,"Senesco Technologies, Inc.",1
"Senhwa Biosciences, Inc.","Senhwa Biosciences, Inc.",10828,"Senhwa Biosciences, Inc.",5
"Senju Pharmaceutical Co., Ltd.","Senju Pharmaceutical Co., Ltd.",10830,"Senju Pharmaceutical Co., Ltd.",6
"Senju USA, Inc.","Senju USA, Inc.",10830,"Senju Pharmaceutical Co., Ltd.",3
Seno Medical Instruments Inc.,Seno Medical Instruments Inc.,10831,Seno Medical Instruments Inc.,9
"SenoRx, Inc.","SenoRx, Inc.",10832,"SenoRx, Inc.",2
Sensate LLC,Sensate LLC,10833,Sensate LLC,1
Senscio Systems,Senscio Systems,10834,Senscio Systems,1
Sense A/S,Sense A/S,10835,"Sense Diagnostics, LLC",2
"Sense Diagnostics, LLC","Sense Diagnostics, LLC",10835,"Sense Diagnostics, LLC",4
"Sensei Biotherapeutics, Inc.","Sensei Biotherapeutics, Inc.",10837,"Sensei Biotherapeutics, Inc.",4
"Senseonics, Inc.","Senseonics, Inc.",10838,"Senseonics, Inc.",9
"Senseye, Inc.","Senseye, Inc.",10839,"Senseye, Inc.",2
Sensible Medical Innovations Ltd.,Sensible Medical Innovations Ltd.,10840,Sensible Medical Innovations Ltd.,1
Sensifree Ltd.,Sensifree Ltd.,10841,Sensifree Ltd.,4
Sensimed AG,Sensimed AG,10842,Sensimed AG,28
Sensome,Sensome,10843,Sensome,2
Sensoptic SA,Sensoptic SA,10844,Sensoptic SA,1
Sensor Technology for Deafblind,Sensor Technology for Deafblind,10845,Sensor Technology for Deafblind,2
Sensorion,Sensorion,10846,Sensorion,5
Sensorum Health Inc.,Sensorum Health Inc.,10847,Sensorum Health Inc.,2
Sensus,Sensus,10849,Sensus Healthcare,1
Sensus Healthcare,Sensus Healthcare,10849,Sensus Healthcare,3
Sensydia Corporation,Sensydia Corporation,10850,Sensydia Corporation,3
Senti Tech Ltd,Senti Tech Ltd,10851,Senti Tech Ltd,3
"SentiMetrix, Inc","SentiMetrix, Inc",10854,"SentiMetrix, Inc",1
"Sentien Biotechnologies, Inc.","Sentien Biotechnologies, Inc.",10852,"Sentien Biotechnologies, Inc.",2
Sentient Research,Sentient Research,10853,Sentient Research,1
"Sention Therapeutics, LLC","Sention Therapeutics, LLC",10855,"Sention Therapeutics, LLC",1
SentoClone AB,SentoClone AB,10856,SentoClone AB,1
"Seoul Pharma Co., Ltd.","Seoul Pharma Co., Ltd.",10857,"Seoul Pharma Co., Ltd.",1
Sephoris Pharmaceuticals LLC,Sephoris Pharmaceuticals LLC,10858,Sephoris Pharmaceuticals LLC,1
Seppic,Seppic,10859,Seppic,5
Sepsicure,Sepsicure,10860,Sepsicure,1
"SeptRx, Inc.","SeptRx, Inc.",10862,"SeptRx, Inc.",1
Septodont,Septodont,10861,Septodont,9
Sepulveda Research Corporation,Sepulveda Research Corporation,10863,Sepulveda Research Corporation,1
Seqirus,Seqirus,10864,Seqirus,53
Sequana Medical N.V.,Sequana Medical N.V.,10865,Sequana Medical N.V.,14
"Sequel Pharmaceuticals, Inc","Sequel Pharmaceuticals, Inc",10866,"Sequel Pharmaceuticals, Inc",3
"Sequella, Inc.","Sequella, Inc.",10867,"Sequella, Inc.",5
"Sequenom, Inc.","Sequenom, Inc.",10868,"Sequenom, Inc.",24
Sequential Medicine Ltd,Sequential Medicine Ltd,10869,Sequential Medicine Ltd,4
Sequus Pharmaceuticals,Sequus Pharmaceuticals,10870,Sequus Pharmaceuticals,4
"Sera Prognostics, Inc.","Sera Prognostics, Inc.",10871,"Sera Prognostics, Inc.",3
Seraffix,Seraffix,10872,Seraffix,2
Seraphic Group Inc,Seraphic Group Inc,10873,Seraphic Group Inc,1
Serene Medical Inc,Serene Medical Inc,10874,"Serenity Pharmaceuticals, Inc.",1
"Serenity Medical, Inc.","Serenity Medical, Inc.",10874,"Serenity Pharmaceuticals, Inc.",1
"Serenity Pharmaceuticals, Inc.","Serenity Pharmaceuticals, Inc.",10874,"Serenity Pharmaceuticals, Inc.",6
Serentis Ltd.,Serentis Ltd.,10877,Serentis Ltd.,2
"Seres Therapeutics, Inc.","Seres Therapeutics, Inc.",10878,"Seres Therapeutics, Inc.",8
"Serica Technologies, Inc.","Serica Technologies, Inc.",10879,"Serica Technologies, Inc.",2
Serina Therapeutics,Serina Therapeutics,10880,Serina Therapeutics,1
Sermonix Pharmaceuticals Inc.,Sermonix Pharmaceuticals Inc.,10881,Sermonix Pharmaceuticals Inc.,3
Sernova Corp,Sernova Corp,10882,Sernova Corp,1
Serodus AS,Serodus AS,10883,Serodus AS,2
Serum Institute of India Pvt. Ltd.,Serum Institute of India Pvt. Ltd.,8178,Serum Institute of India Pvt. Ltd.,17
Servier,Servier,10891,Servier Russia,5
Servier (Tianjin) Pharmaceutical Co. LTD.,Servier (Tianjin) Pharmaceutical Co. LTD.,10891,Servier Russia,1
Servier Affaires Médicales,Servier Affaires Médicales,10887,Servier Affaires Médicales,8
Servier Bio-Innovation LLC,Servier Bio-Innovation LLC,10888,Servier Bio-Innovation LLC,7
Servier Deutschland GmbH,Servier Deutschland GmbH,10891,Servier Russia,1
Servier Hellas Pharmaceuticals Ltd.,Servier Hellas Pharmaceuticals Ltd.,10891,Servier Russia,1
Servier Russia,Servier Russia,10891,Servier Russia,13
"Sesen Bio, Inc.","Sesen Bio, Inc.",10892,"Sesen Bio, Inc.",5
SetPoint Medical Corporation,SetPoint Medical Corporation,10893,SetPoint Medical Corporation,7
Seven Dreamers Europe SAS,Seven Dreamers Europe SAS,10894,Seven Dreamers Europe SAS,1
Seventh Sense Biosystems,Seventh Sense Biosystems,10895,Seventh Sense Biosystems,3
"Sewon Cellontech Co., Ltd.","Sewon Cellontech Co., Ltd.",10896,"Sewon Cellontech Co., Ltd.",12
"Sewoon Medical Co., Ltd","Sewoon Medical Co., Ltd",10897,"Sewoon Medical Co., Ltd",1
Shaanxi Aierfu Activtissue Engineering,Shaanxi Aierfu Activtissue Engineering,10907,Shaanxi Aierfu Activtissue Engineering,1
"Shaanxi Buchang Pharmaceutical Co., Ltd","Shaanxi Buchang Pharmaceutical Co., Ltd",10908,"Shaanxi Buchang Pharmaceutical Co., Ltd",1
Shaanxi Micot Technology Limited Company,Shaanxi Micot Technology Limited Company,10909,Shaanxi Micot Technology Limited Company,5
Shaman Pharmaceuticals,Shaman Pharmaceuticals,10910,Shaman Pharmaceuticals,3
Shamir Optical Industry Ltd,Shamir Optical Industry Ltd,10911,Shamir Optical Industry Ltd,1
Shan May Yong,Shan May Yong,10912,Shan May Yong,1
"Shandong Boan Biotechnology Co., Ltd","Shandong Boan Biotechnology Co., Ltd",10913,"Shandong Boan Biotechnology Co., Ltd",4
"Shandong Branden Med.Device Co.,Ltd","Shandong Branden Med.Device Co.,Ltd",10914,"Shandong Branden Med.Device Co.,Ltd",11
"Shandong Golden Brick Biotechnology Co., Ltd.","Shandong Golden Brick Biotechnology Co., Ltd.",10915,"Shandong Golden Brick Biotechnology Co., Ltd.",1
"Shandong Lanjin Pharmaceuticals Co.,Ltd","Shandong Lanjin Pharmaceuticals Co.,Ltd",10916,"Shandong Lanjin Pharmaceuticals Co.,Ltd",5
"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd.","Shandong Luoxin Pharmaceutical Group Stock Co., Ltd.",10917,"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd.",10
"Shandong Luye Pharmaceutical Co., Ltd.","Shandong Luye Pharmaceutical Co., Ltd.",7195,Luye Pharma Group Ltd.,4
"Shandong New Time Pharmaceutical Co., LTD","Shandong New Time Pharmaceutical Co., LTD",10919,"Shandong New Time Pharmaceutical Co., LTD",18
"Shandong Qilu Cell Therapy Engineering Technology Co., Ltd","Shandong Qilu Cell Therapy Engineering Technology Co., Ltd",10920,"Shandong Qilu Stem Cells Engineering Co., Ltd.",1
"Shandong Qilu Stem Cells Engineering Co., Ltd.","Shandong Qilu Stem Cells Engineering Co., Ltd.",10920,"Shandong Qilu Stem Cells Engineering Co., Ltd.",3
"Shandong Simcere-Medgenn Bio-pharmaceutical Co., Ltd","Shandong Simcere-Medgenn Bio-pharmaceutical Co., Ltd",10922,"Shandong Simcere-Medgenn Bio-pharmaceutical Co., Ltd",3
"Shandong Suncadia Medicine Co., Ltd.","Shandong Suncadia Medicine Co., Ltd.",10923,"Shandong Suncadia Medicine Co., Ltd.",19
"Shandong TheraWisdom Biopharma Co., Ltd.","Shandong TheraWisdom Biopharma Co., Ltd.",10924,"Shandong TheraWisdom Biopharma Co., Ltd.",4
"Shanghai Acebright Pharmaceuticals Co., Ltd.","Shanghai Acebright Pharmaceuticals Co., Ltd.",10925,"Shanghai Acebright Pharmaceuticals Co., Ltd.",1
Shanghai Alebund Pharmaceuticals Limited,Shanghai Alebund Pharmaceuticals Limited,571,Alebund Pty Ltd,1
Shanghai AngioCare Medical,Shanghai AngioCare Medical,10927,Shanghai AngioCare Medical,3
Shanghai Antengene Corporation Limited,Shanghai Antengene Corporation Limited,945,Antengene Corporation,3
"Shanghai Ark Biopharmaceutical Co., Ltd.","Shanghai Ark Biopharmaceutical Co., Ltd.",10929,"Shanghai Ark Biopharmaceutical Co., Ltd.",12
Shanghai Asclepius Meditec Inc.,Shanghai Asclepius Meditec Inc.,10930,Shanghai Asclepius Meditec Inc.,5
"Shanghai BDgene Co., Ltd.","Shanghai BDgene Co., Ltd.",10932,"Shanghai BDgene Co., Ltd.",5
"Shanghai Bao Pharmaceuticals Co., Ltd.","Shanghai Bao Pharmaceuticals Co., Ltd.",10931,"Shanghai Bao Pharmaceuticals Co., Ltd.",1
"Shanghai Belief-Delivery BioMed Co., Ltd","Shanghai Belief-Delivery BioMed Co., Ltd",10933,"Shanghai Belief-Delivery BioMed Co., Ltd",2
"Shanghai Bensen Pharmaceutical Co., Ltd.","Shanghai Bensen Pharmaceutical Co., Ltd.",10934,"Shanghai Bensen Pharmaceutical Co., Ltd.",1
"Shanghai Best-Link Bioscience, LLC","Shanghai Best-Link Bioscience, LLC",10935,"Shanghai Best-Link Bioscience, LLC",2
"Shanghai Bio-heart Biological Technology Co., Ltd.","Shanghai Bio-heart Biological Technology Co., Ltd.",10936,"Bioheart, Inc.",3
"Shanghai Biomabs Pharmaceutical Co., Ltd.","Shanghai Biomabs Pharmaceutical Co., Ltd.",10937,"Shanghai Biomabs Pharmaceutical Co., Ltd.",5
"Shanghai Blueray Biopharma Co., Ltd.","Shanghai Blueray Biopharma Co., Ltd.",10938,"Shanghai Blueray Biopharma Co., Ltd.",1
"Shanghai Bluesail Boyuan Medical Technology Co., Ltd.","Shanghai Bluesail Boyuan Medical Technology Co., Ltd.",10939,"Shanghai Bluesail Boyuan Medical Technology Co., Ltd.",1
"Shanghai Bomaian Medical Technology Co., Ltd","Shanghai Bomaian Medical Technology Co., Ltd",10940,"Shanghai Bomaian Medical Technology Co., Ltd",2
"Shanghai Bovax Biotechnology Co., Ltd.","Shanghai Bovax Biotechnology Co., Ltd.",10941,"Shanghai Bovax Biotechnology Co., Ltd.",10
"Shanghai CP Guojian Pharmaceutical Co., Ltd.","Shanghai CP Guojian Pharmaceutical Co., Ltd.",10947,"Shanghai CP Guojian Pharmaceutical Co., Ltd.",3
"Shanghai Carnation Medical Technology Co., Ltd","Shanghai Carnation Medical Technology Co., Ltd",10942,"Shanghai Carnation Medical Technology Co., Ltd",1
"Shanghai Celfuture Biotech Co., Ltd.","Shanghai Celfuture Biotech Co., Ltd.",10943,"Shanghai Celfuture Biotech Co., Ltd.",1
"Shanghai Celgen Bio-Pharmaceutical Co.,Ltd","Shanghai Celgen Bio-Pharmaceutical Co.,Ltd",2636,Celgene,1
"Shanghai Cell Therapy Group Co.,Ltd","Shanghai Cell Therapy Group Co.,Ltd",2644,"Shanghai Cell Therapy Group Co.,Ltd",11
Shanghai Cingularbio Co. Ltd,Shanghai Cingularbio Co. Ltd,10946,Shanghai Cingularbio Co. Ltd,1
"Shanghai De Novo Pharmatech Co., Ltd.","Shanghai De Novo Pharmatech Co., Ltd.",9502,Pharmatech,1
"Shanghai EpimAb Biotherapeutics Co., Ltd.","Shanghai EpimAb Biotherapeutics Co., Ltd.",4291,"Shanghai EpimAb Biotherapeutics Co., Ltd.",6
"Shanghai Escugen Biotechnology Co., Ltd","Shanghai Escugen Biotechnology Co., Ltd",10950,"Shanghai Escugen Biotechnology Co., Ltd",3
Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,10951,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,8
"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.","Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",10952,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",18
"Shanghai Gebaide Biotechnology Co., Ltd.","Shanghai Gebaide Biotechnology Co., Ltd.",10953,"Shanghai Gebaide Biotechnology Co., Ltd.",1
"Shanghai GeneChem Co., Ltd.","Shanghai GeneChem Co., Ltd.",10954,"Shanghai GeneChem Co., Ltd.",6
"Shanghai Genomics, Inc.","Shanghai Genomics, Inc.",4950,Genome & Company,1
Shanghai Geping Information Technology Company,Shanghai Geping Information Technology Company,10956,Shanghai Geping Information Technology Company,1
Shanghai Golden Leaf MedTec Co. Ltd,Shanghai Golden Leaf MedTec Co. Ltd,10957,Shanghai Golden Leaf MedTec Co. Ltd,4
"Shanghai Gopherwood Biotech Co., Ltd.","Shanghai Gopherwood Biotech Co., Ltd.",10958,"Shanghai Gopherwood Biotech Co., Ltd.",2
"Shanghai Greenvalley Pharmaceutical Co., Ltd.","Shanghai Greenvalley Pharmaceutical Co., Ltd.",10959,"Shanghai Greenvalley Pharmaceutical Co., Ltd.",5
"Shanghai HEP Pharmaceutical Co., Ltd.","Shanghai HEP Pharmaceutical Co., Ltd.",10965,"Shanghai HEP Pharmaceutical Co., Ltd.",6
"Shanghai Haini Pharmaceutical Co., Ltd.","Shanghai Haini Pharmaceutical Co., Ltd.",10960,"Shanghai Haini Pharmaceutical Co., Ltd.",1
"Shanghai Haiyan Pharmaceutical Technology Co., Ltd.","Shanghai Haiyan Pharmaceutical Technology Co., Ltd.",10961,"Shanghai Haiyan Pharmaceutical Technology Co., Ltd.",2
"Shanghai Hansoh Biomedical Co., Ltd","Shanghai Hansoh Biomedical Co., Ltd",5295,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",3
"Shanghai Hengrui Pharmaceutical Co., Ltd.","Shanghai Hengrui Pharmaceutical Co., Ltd.",10963,"Jiangsu HengRui Medicine Co., Ltd.",34
Shanghai Henlius Biotech,Shanghai Henlius Biotech,10964,Shanghai Henlius Biotech,84
"Shanghai Hongdian Medical CO., LTD","Shanghai Hongdian Medical CO., LTD",10966,"Shanghai Hongdian Medical CO., LTD",1
Shanghai Hongyitang Biopharmaceutical Technology Co. Ltd.,Shanghai Hongyitang Biopharmaceutical Technology Co. Ltd.,10967,Shanghai Hongyitang Biopharmaceutical Technology Co. Ltd.,1
"Shanghai Huaota Biopharmaceutical Co., Ltd.","Shanghai Huaota Biopharmaceutical Co., Ltd.",10968,"Shanghai Huaota Biopharmaceutical Co., Ltd.",7
"Shanghai Huihe Medical Technology Co., Ltd","Shanghai Huihe Medical Technology Co., Ltd",10969,"Shanghai Huihe Medical Technology Co., Ltd",4
Shanghai Humantech Biotechnology Co. Ltd,Shanghai Humantech Biotechnology Co. Ltd,10970,Shanghai Humantech Biotechnology Co. Ltd,1
Shanghai Hutchison Pharmaceuticals Limited,Shanghai Hutchison Pharmaceuticals Limited,5615,Hutchison Medipharma Limited,4
"Shanghai HyaMab Biotech Co.,Ltd.","Shanghai HyaMab Biotech Co.,Ltd.",10972,"Shanghai HyaMab Biotech Co.,Ltd.",3
Shanghai Institute Of Biological Products,Shanghai Institute Of Biological Products,10974,Shanghai Institute Of Biological Products,19
Shanghai International Medical Center,Shanghai International Medical Center,7925,Diabetes Care Center,4
Shanghai JMT-Bio Inc.,Shanghai JMT-Bio Inc.,10978,Shanghai JMT-Bio Inc.,16
"Shanghai Jiaolian Drug Research and Development Co., Ltd","Shanghai Jiaolian Drug Research and Development Co., Ltd",10976,"Shanghai Jiaolian Drug Research and Development Co., Ltd",2
"Shanghai Jiatan Pharmatech Co., Ltd","Shanghai Jiatan Pharmatech Co., Ltd",10977,"Shanghai Jiatan Pharmatech Co., Ltd",8
"Shanghai Jun Pai Ying Shi Therapeutics Co., Ltd.","Shanghai Jun Pai Ying Shi Therapeutics Co., Ltd.",10979,"Shanghai Jun Pai Ying Shi Therapeutics Co., Ltd.",1
"Shanghai JunTop Biosciences Co., LTD","Shanghai JunTop Biosciences Co., LTD",10981,"Shanghai JunTop Biosciences Co., LTD",1
Shanghai Juncell Therapeutics,Shanghai Juncell Therapeutics,10980,Shanghai Juncell Therapeutics,11
"Shanghai Kanda Biotechnology Co., Ltd.","Shanghai Kanda Biotechnology Co., Ltd.",10982,"Shanghai Kanda Biotechnology Co., Ltd.",4
"Shanghai Kechow Pharma, Inc.","Shanghai Kechow Pharma, Inc.",2800,"Shanghai Kechow Pharma, Inc.",11
"Shanghai Keku Medical Technology Co., Ltd.","Shanghai Keku Medical Technology Co., Ltd.",10984,"Shanghai Keku Medical Technology Co., Ltd.",1
"Shanghai Leadingtac Pharmaceutical Co., Ltd.","Shanghai Leadingtac Pharmaceutical Co., Ltd.",10985,"Shanghai Leadingtac Pharmaceutical Co., Ltd.",1
Shanghai Life Science & Technology,Shanghai Life Science & Technology,10986,Shanghai Life Science & Technology,2
"Shanghai Medinno Pharmaceutical Technology Co., Ltd.","Shanghai Medinno Pharmaceutical Technology Co., Ltd.",10987,"Shanghai Medinno Pharmaceutical Technology Co., Ltd.",1
"Shanghai Meiji Health Science and Technology Co., Ltd.","Shanghai Meiji Health Science and Technology Co., Ltd.",7619,"Shanghai Meiji Health Science and Technology Co., Ltd.",4
"Shanghai MicroPort CardioFlow Medtech Co., Ltd.","Shanghai MicroPort CardioFlow Medtech Co., Ltd.",2510,"Shanghai MicroPort CardioFlow Medtech Co., Ltd.",5
"Shanghai MicroPort EP MedTech Co., Ltd.","Shanghai MicroPort EP MedTech Co., Ltd.",10991,"Shanghai MicroPort EP MedTech Co., Ltd.",2
"Shanghai MicroPort Endovascular MedTech（Group）Co., Ltd","Shanghai MicroPort Endovascular MedTech（Group）Co., Ltd",10990,"Shanghai MicroPort Endovascular MedTech（Group）Co., Ltd",1
